estrategia,auroc,ap,k,contexto,d_auroc,d_auroc_lo,d_auroc_hi,d_ap,d_ap_lo,d_ap_hi
completo,0.8474811937934805,0.3364591932052192,0,False,0.0,0.0,0.0,0.0,0.0,0.0
guiada,0.8475518938179898,0.3353992939069999,1,False,4.800318612682967e-05,-0.0004471205460337024,0.000527045055588107,-0.0011597061678774053,-0.0037089550716463775,0.00017571439684768483
heur_menor_tamaño,0.8474623404536114,0.33675758255625415,1,False,-3.6414507508901e-05,-0.0005029253273771628,0.000361684589001554,0.00024101389479346785,-0.0009918087641597462,0.0013907520827341096
heur_mas_ausentes,0.8474152071039385,0.3348158424459364,1,False,-9.622710831911722e-05,-0.0006398770458081349,0.0003975269623342628,-0.0017276114570650215,-0.0047802119074182746,-6.9066359901490265e-06
aleatoria,0.8473577044173375,0.33576021982895715,1,False,-0.0001550864675042888,-0.0008276256889351807,0.0005993148891376702,-0.0009508647535088962,-0.006507153707777321,0.0030562146698133457
